timestamp,label,user_id,amount,merchant_id,trans_type,foreign
1591303007,legitimate,0,18.88,4,swipe,False
1591304124,legitimate,2,22.59,14,swipe,False
1591305841,legitimate,1,22.32,11,chip_and_pin,False
1591308536,legitimate,0,104.13,4,chip_and_pin,False
1591315561,legitimate,9,24.36,11,contactless,False
1591320226,legitimate,8,11.29,14,chip_and_pin,False
1591323093,legitimate,9,40.8,11,online,True
1591327501,legitimate,8,100.36,8,online,True
1591331778,legitimate,9,37.28,11,chip_and_pin,False
1591333294,legitimate,6,17.97,14,swipe,False
1591335427,legitimate,8,10.19,4,swipe,False
1591335449,legitimate,7,24.38,14,swipe,False
1591339146,legitimate,9,34.68,8,swipe,False
1591339724,legitimate,5,26.32,11,contactless,False
1591341785,legitimate,3,25.9,14,contactless,False
1591342876,legitimate,4,20.47,11,chip_and_pin,False
1591343016,legitimate,8,9.32,11,chip_and_pin,False
1591344334,legitimate,6,76.25,6,online,False
1591345867,legitimate,7,102.98,8,chip_and_pin,False
1591346913,legitimate,9,28.03,11,online,True
1591347384,legitimate,0,16.32,4,contactless,False
1591348307,legitimate,3,16.51,8,contactless,False
1591348444,legitimate,2,9.38,6,chip_and_pin,False
1591350569,legitimate,8,14.15,4,online,False
1591350802,legitimate,5,41.21,6,chip_and_pin,False
1591351061,legitimate,4,9.83,8,online,False
1591352450,legitimate,1,36.4,11,swipe,False
1591353417,legitimate,0,15.44,4,online,True
1591354119,legitimate,9,27.01,14,online,True
1591355047,legitimate,3,107.16,8,swipe,False
1591355194,legitimate,6,32.3,14,chip_and_pin,False
1591356480,legitimate,7,21.76,8,online,False
1591357101,legitimate,2,20.5,14,contactless,False
1591358258,legitimate,8,45.33,1,online,False
1591358656,legitimate,0,15.94,4,online,True
1591359012,legitimate,4,12.09,8,chip_and_pin,False
1591361293,legitimate,3,128.43,11,contactless,False
1591361344,legitimate,9,40.71,8,online,True
1591363407,legitimate,1,22.94,6,chip_and_pin,False
1591363862,legitimate,0,15.66,4,contactless,False
1591364046,legitimate,5,23.54,6,chip_and_pin,False
1591364463,legitimate,2,10.33,14,online,False
1591365727,legitimate,8,15.33,6,manual,False
1591366529,legitimate,7,15.48,6,contactless,False
1591367083,legitimate,6,12.65,14,swipe,False
1591367907,legitimate,3,18.46,8,online,False
1591368164,legitimate,4,25.63,8,online,True
1591369055,legitimate,0,16.13,8,online,True
1591372603,legitimate,2,42.36,14,online,True
1591374402,legitimate,1,24.21,6,contactless,False
1591374513,legitimate,3,15.23,14,contactless,False
1591374858,legitimate,0,27.22,4,contactless,False
1591376165,legitimate,4,28.78,6,chip_and_pin,False
1591376510,legitimate,5,12.98,6,chip_and_pin,False
1591378285,legitimate,6,21.87,14,manual,False
1591380180,legitimate,2,13.77,14,chip_and_pin,False
1591380791,legitimate,0,108.02,4,chip_and_pin,False
1591381473,legitimate,3,18.12,8,contactless,False
1591384422,legitimate,4,51.56,11,online,False
1591386157,legitimate,0,28.02,14,chip_and_pin,False
1591388598,legitimate,2,9.23,11,chip_and_pin,False
1591389554,legitimate,1,22.58,6,online,True
1591391431,legitimate,0,21.98,6,contactless,False
1591408264,legitimate,9,32.87,11,online,True
1591413249,legitimate,7,10.31,8,online,False
1591414392,legitimate,8,10.16,11,contactless,False
1591415967,legitimate,9,25.3,11,online,False
1591421692,legitimate,5,14.53,6,contactless,False
1591422327,legitimate,8,24.72,11,contactless,False
1591423320,legitimate,9,28.79,11,manual,False
1591424993,legitimate,7,25.31,4,contactless,False
1591425517,legitimate,4,11.75,0,contactless,False
1591425763,legitimate,6,21.4,14,contactless,False
1591427329,legitimate,3,19.96,8,manual,False
1591427493,legitimate,2,124.52,14,contactless,False
1591431689,legitimate,9,27.72,8,swipe,False
1591432648,legitimate,8,19.74,4,online,False
1591433500,legitimate,5,26.57,8,online,True
1591433712,legitimate,3,42.88,8,chip_and_pin,False
1591433922,legitimate,4,16.02,8,manual,False
1591434306,legitimate,1,24.34,6,online,False
1591435018,legitimate,7,13.02,11,contactless,False
1591435446,legitimate,2,15.73,14,online,False
1591437391,legitimate,6,17.9,14,online,False
1591437425,legitimate,0,16.36,6,contactless,False
1591439129,legitimate,9,21.8,11,online,True
1591440023,legitimate,8,12.38,4,online,True
1591440093,legitimate,3,117.19,8,online,False
1591442164,legitimate,4,19.01,8,chip_and_pin,False
1591442766,legitimate,2,33.66,14,chip_and_pin,False
1591443577,legitimate,0,43.04,4,swipe,False
1591444550,legitimate,5,29.7,6,online,False
1591444872,legitimate,7,100.99,8,online,False
1591446319,legitimate,3,19.07,11,online,True
1591446458,legitimate,9,23.81,11,online,True
1591446590,legitimate,1,23.41,6,manual,False
1591449155,legitimate,0,46.64,4,swipe,False
1591449298,legitimate,8,10.08,11,swipe,False
1591450504,legitimate,6,21.6,4,online,False
1591451147,legitimate,2,11.46,14,online,False
1591451393,legitimate,4,115.99,8,contactless,False
1591452698,legitimate,3,23.07,8,swipe,False
1591454350,legitimate,0,103.47,4,swipe,False
1591455092,legitimate,7,23.21,8,manual,False
1591455914,legitimate,5,23.48,8,chip_and_pin,False
1591458550,legitimate,2,9.06,11,contactless,False
1591458968,legitimate,1,54.32,6,online,False
1591459463,legitimate,4,14.28,8,online,False
1591460304,legitimate,3,108.94,14,online,False
1591460834,legitimate,0,16.97,6,online,False
1591462087,legitimate,6,14.34,14,online,False
1591465982,legitimate,0,34.19,5,contactless,False
1591466010,legitimate,2,10.32,14,contactless,False
1591467081,legitimate,3,17.96,6,chip_and_pin,False
1591467819,legitimate,5,16.1,11,contactless,False
1591469112,legitimate,4,14.07,8,online,True
1591471542,legitimate,0,23.73,8,contactless,False
1591473501,legitimate,1,21.13,6,online,False
1591473898,legitimate,2,18.15,6,online,True
1591476836,legitimate,0,24.67,4,online,True
1591482942,legitimate,0,20.65,11,swipe,False
1591486319,legitimate,1,44.03,11,online,False
1591490822,legitimate,9,23.86,11,online,False
1591498476,legitimate,9,28.29,6,chip_and_pin,False
1591499049,legitimate,8,18.97,11,online,False
1591505842,legitimate,9,35.09,11,chip_and_pin,False
1591506016,legitimate,7,45.68,4,contactless,False
1591506317,legitimate,8,35.33,6,online,True
1591506706,legitimate,6,33.0,14,contactless,False
1591510335,legitimate,3,15.03,8,chip_and_pin,False
1591513446,legitimate,9,523.57,4,contactless,False
1591514310,legitimate,4,15.93,8,online,False
1591514703,legitimate,5,23.67,6,online,False
1591516166,legitimate,8,23.34,6,online,False
1591516884,legitimate,3,29.99,8,swipe,False
1591517339,legitimate,7,21.36,8,chip_and_pin,False
1591517597,legitimate,6,14.36,6,chip_and_pin,False
1591520714,legitimate,9,533.55,11,online,True
1591521019,legitimate,0,31.61,4,online,True
1591522489,legitimate,4,24.6,8,manual,False
1591523555,legitimate,3,21.09,8,manual,False
1591523785,legitimate,2,672.88,14,online,False
1591525542,legitimate,8,22.78,4,online,False
1591526314,legitimate,0,30.56,4,online,True
1591526651,legitimate,5,23.74,6,contactless,False
1591528453,legitimate,7,9.98,6,manual,False
1591528801,legitimate,9,27.76,11,online,True
1591530130,legitimate,3,15.27,8,manual,False
1591530233,legitimate,6,18.12,14,contactless,False
1591530356,legitimate,4,14.3,8,online,False
1591531232,legitimate,2,9.71,8,chip_and_pin,False
1591532040,legitimate,0,20.9,4,swipe,False
1591532566,legitimate,1,24.49,6,chip_and_pin,False
1591533754,legitimate,8,25.67,4,chip_and_pin,False
1591536947,legitimate,3,35.83,8,online,False
1591537176,legitimate,0,29.69,4,chip_and_pin,False
1591537438,legitimate,9,28.62,11,online,False
1591538067,legitimate,7,104.35,8,online,True
1591538632,legitimate,2,25.81,14,online,False
1591538705,legitimate,4,17.96,14,swipe,False
1591538940,legitimate,5,18.88,14,online,True
1591541560,legitimate,8,24.56,14,online,True
1591541850,legitimate,6,71.02,14,online,True
1591542747,legitimate,0,25.16,4,swipe,False
1591543191,legitimate,3,29.71,8,contactless,False
1591545896,legitimate,2,10.96,14,contactless,False
1591546639,legitimate,1,37.24,6,chip_and_pin,False
1591547298,legitimate,4,10.36,8,online,False
1591547997,legitimate,0,24.53,4,online,False
1591548724,legitimate,7,17.56,8,swipe,False
1591549732,legitimate,3,19.36,8,swipe,False
1591552206,legitimate,5,26.53,6,chip_and_pin,False
1591553142,legitimate,0,23.81,4,online,False
1591553416,legitimate,6,29.39,6,online,False
1591555423,legitimate,2,27.89,6,online,False
1591555730,legitimate,4,16.22,8,contactless,False
1591555994,legitimate,3,15.75,14,online,True
1591558216,legitimate,1,37.75,6,contactless,False
1591560024,legitimate,0,22.77,4,chip_and_pin,False
1591564398,legitimate,2,16.19,14,swipe,False
1591565181,legitimate,0,16.05,14,online,False
1591570912,legitimate,1,31.12,14,manual,False
1591577855,legitimate,9,26.21,11,online,False
1591580585,legitimate,8,10.22,4,chip_and_pin,False
1591586102,legitimate,9,23.28,11,swipe,False
1591588199,legitimate,8,26.36,4,contactless,False
1591590635,legitimate,6,17.89,14,chip_and_pin,False
1591593667,legitimate,7,19.22,8,online,False
1591594494,legitimate,9,21.02,11,contactless,False
1591596611,legitimate,8,17.52,14,online,True
1591596876,legitimate,3,126.27,4,chip_and_pin,False
1591596987,legitimate,5,13.74,4,contactless,False
1591601949,legitimate,2,126.72,7,online,False
1591602351,legitimate,6,13.38,14,chip_and_pin,False
1591602441,legitimate,4,13.99,8,chip_and_pin,False
1591603402,legitimate,3,24.51,8,contactless,False
1591603829,legitimate,8,22.84,14,swipe,False
1591603843,legitimate,7,12.58,8,chip_and_pin,False
1591606002,legitimate,9,34.06,11,online,False
1591606192,legitimate,0,20.08,3,contactless,False
1591608424,legitimate,5,20.67,11,online,True
1591609470,legitimate,2,21.67,4,manual,False
1591609782,legitimate,3,17.17,8,online,False
1591610362,legitimate,4,16.51,14,online,True
1591611531,legitimate,8,11.61,4,online,False
1591612686,legitimate,0,19.59,11,contactless,False
1591613316,legitimate,9,28.17,4,online,False
1591613549,legitimate,7,15.29,8,online,False
1591616653,legitimate,6,14.86,14,online,False
1591616746,legitimate,1,22.25,6,swipe,False
1591617419,legitimate,3,27.91,8,online,True
1591617531,legitimate,2,9.07,14,online,True
1591618132,legitimate,0,50.7,4,contactless,False
1591618819,legitimate,4,24.28,8,chip_and_pin,False
1591619446,legitimate,8,24.89,6,contactless,False
1591619870,legitimate,5,21.82,8,chip_and_pin,False
1591620714,legitimate,9,41.63,14,swipe,False
1591623726,legitimate,7,106.82,14,online,False
1591623819,legitimate,0,29.57,8,swipe,False
1591623830,legitimate,3,24.58,8,online,False
1591625388,legitimate,2,14.58,8,swipe,False
1591626737,legitimate,4,15.41,8,online,False
1591627065,legitimate,8,12.9,14,swipe,False
1591628077,legitimate,1,23.07,9,chip_and_pin,False
1591628553,legitimate,6,14.12,14,chip_and_pin,False
1591628995,legitimate,0,22.86,6,contactless,False
1591630039,legitimate,3,20.54,11,online,False
1591632671,legitimate,5,19.44,6,chip_and_pin,False
1591633374,legitimate,7,15.45,4,online,False
1591633430,legitimate,2,17.84,14,swipe,False
1591634431,legitimate,0,103.1,4,online,False
1591634914,legitimate,4,24.89,14,swipe,False
1591636651,legitimate,3,19.33,8,online,True
1591638878,legitimate,1,21.21,6,online,False
1591639986,legitimate,0,16.18,4,contactless,False
1591641863,legitimate,2,9.75,14,manual,False
1591642968,legitimate,3,21.92,11,contactless,False
1591643030,legitimate,4,9.34,14,manual,False
1591645122,legitimate,0,15.78,11,online,False
1591650682,legitimate,0,21.96,4,online,False
1591650868,legitimate,1,48.02,4,contactless,False
1591651052,legitimate,2,17.46,14,contactless,False
1591665686,legitimate,9,26.56,11,swipe,False
1591668933,legitimate,8,11.05,11,online,False
1591673740,legitimate,9,42.59,11,chip_and_pin,False
1591675418,legitimate,7,31.2,8,online,False
1591676721,legitimate,8,14.8,4,online,True
1591681152,legitimate,9,23.98,11,contactless,False
1591683849,legitimate,3,109.51,14,contactless,False
1591684222,legitimate,8,14.04,4,swipe,False
1591685090,legitimate,7,9.56,8,online,False
1591686631,legitimate,4,17.11,8,contactless,False
1591687282,legitimate,6,13.95,11,online,True
1591688657,legitimate,9,29.94,4,online,False
1591690298,legitimate,3,38.55,6,manual,False
1591690716,legitimate,2,15.47,6,online,True
1591691967,legitimate,8,17.96,8,contactless,False
1591696160,legitimate,9,27.61,6,contactless,False
1591696911,legitimate,0,17.84,4,chip_and_pin,False
1591697072,legitimate,5,20.91,6,online,False
1591697140,legitimate,4,91.85,6,online,True
1591697529,legitimate,3,51.39,8,online,False
1591697711,legitimate,1,28.4,6,online,True
1591697925,legitimate,2,11.34,14,chip_and_pin,False
1591698099,legitimate,7,10.81,8,online,True
1591699463,legitimate,6,17.7,8,online,True
1591699897,legitimate,8,621.8,4,contactless,False
1591702758,legitimate,0,21.27,4,online,False
1591703363,legitimate,9,24.39,8,online,True
1591704887,legitimate,3,47.42,8,contactless,False
1591705215,legitimate,4,19.86,8,online,False
1591705508,legitimate,2,40.56,14,online,False
1591707108,legitimate,8,15.07,6,swipe,False
1591708090,legitimate,0,17.95,4,contactless,False
1591708134,legitimate,5,13.76,6,online,True
1591709320,legitimate,7,12.48,8,online,False
1591710408,legitimate,1,28.81,6,chip_and_pin,False
1591710652,legitimate,9,49.86,11,online,True
1591710678,legitimate,6,18.42,4,online,False
1591711162,legitimate,3,17.75,4,contactless,False
1591713360,legitimate,4,15.3,8,swipe,False
1591713471,legitimate,2,34.46,6,chip_and_pin,False
1591714286,legitimate,0,18.48,4,chip_and_pin,False
1591714558,legitimate,8,18.03,4,contactless,False
1591717466,legitimate,3,25.27,8,chip_and_pin,False
1591719380,legitimate,0,16.49,4,chip_and_pin,False
1591719856,legitimate,5,19.53,6,online,True
1591720819,legitimate,2,10.99,14,online,True
1591723134,legitimate,1,25.62,6,online,False
1591723536,legitimate,4,18.31,4,contactless,False
1591724009,legitimate,3,21.33,8,online,True
1591724074,legitimate,6,20.71,6,online,False
1591724964,legitimate,0,25.84,14,contactless,False
1591725180,legitimate,7,10.42,11,online,False
1591729920,legitimate,2,10.6,14,contactless,False
1591730196,legitimate,0,15.1,4,contactless,False
1591730236,legitimate,3,24.02,8,online,False
1591734292,legitimate,1,22.66,6,online,False
1591735327,legitimate,0,15.39,4,chip_and_pin,False
1591741904,legitimate,0,19.13,4,contactless,False
1591749302,legitimate,9,48.19,11,chip_and_pin,False
1591753314,legitimate,8,10.54,4,contactless,False
1591756589,legitimate,9,28.99,11,chip_and_pin,False
1591761927,legitimate,8,9.19,6,contactless,False
1591764063,legitimate,9,25.28,8,contactless,False
1591765505,legitimate,5,20.92,6,online,False
1591766178,legitimate,7,12.14,8,contactless,False
1591770179,legitimate,8,9.2,11,contactless,False
1591771268,legitimate,9,25.81,11,online,False
1591771498,legitimate,3,15.31,8,swipe,False
1591772883,legitimate,4,109.09,11,contactless,False
1591773807,legitimate,6,14.16,14,manual,False
1591774606,legitimate,2,16.48,14,swipe,False
1591775894,legitimate,7,10.09,8,chip_and_pin,False
1591777602,legitimate,5,18.36,14,chip_and_pin,False
1591778014,legitimate,8,13.3,4,online,False
1591778583,legitimate,3,20.32,8,swipe,False
1591779351,legitimate,9,23.94,6,online,False
1591780693,legitimate,0,44.23,4,online,False
1591782596,legitimate,4,27.63,8,online,False
1591782622,legitimate,1,23.85,6,contactless,False
1591783217,legitimate,2,12.89,14,online,False
1591784698,legitimate,6,84.46,14,contactless,False
1591785465,legitimate,8,9.52,4,chip_and_pin,False
1591785744,legitimate,3,36.51,4,contactless,False
1591785818,legitimate,0,23.75,4,online,False
1591785825,legitimate,7,14.48,14,swipe,False
1591787071,legitimate,9,23.66,11,contactless,False
1591789269,legitimate,5,12.68,6,contactless,False
1591790656,legitimate,2,112.01,11,online,True
1591791762,legitimate,4,27.24,8,online,True
1591792393,legitimate,3,16.06,11,online,True
1591792525,legitimate,0,29.97,4,contactless,False
1591794072,legitimate,1,27.94,6,swipe,False
1591794092,legitimate,8,17.75,4,online,True
1591794295,legitimate,9,37.5,11,contactless,False
1591796668,legitimate,6,13.78,14,contactless,False
1591797371,legitimate,7,12.06,8,contactless,False
1591798211,legitimate,2,15.28,14,online,True
1591798289,legitimate,0,20.25,14,chip_and_pin,False
1591798889,legitimate,3,19.05,8,chip_and_pin,False
1591800162,legitimate,4,10.12,8,online,True
1591801364,legitimate,5,14.71,10,online,False
1591803554,legitimate,0,34.86,9,contactless,False
1591806789,legitimate,2,13.31,6,online,False
1591807069,legitimate,1,21.57,6,contactless,False
1591807327,legitimate,3,105.45,8,contactless,False
1591807773,legitimate,7,18.1,8,online,True
1591808114,legitimate,4,13.24,8,online,False
1591808860,legitimate,0,25.22,14,contactless,False
1591809472,legitimate,6,23.83,14,online,True
1591813435,legitimate,5,18.58,8,online,False
1591814085,legitimate,3,111.98,8,swipe,False
1591814681,legitimate,0,28.73,4,contactless,False
1591815019,legitimate,2,11.33,4,contactless,False
1591816489,legitimate,4,13.38,8,contactless,False
1591817918,legitimate,1,24.23,6,chip_and_pin,False
1591820862,legitimate,0,40.46,4,online,False
1591822557,legitimate,2,18.1,8,chip_and_pin,False
1591826019,legitimate,0,94.42,4,swipe,False
1591829417,legitimate,1,26.97,6,contactless,False
1591840442,legitimate,8,24.18,4,chip_and_pin,False
1591841657,legitimate,9,523.69,11,manual,False
1591849441,legitimate,9,54.4,11,online,False
1591850280,legitimate,7,135.12,8,contactless,False
1591850801,legitimate,8,14.98,4,online,False
1591856666,legitimate,6,23.28,14,swipe,False
1591857368,legitimate,9,21.22,6,contactless,False
1591857569,legitimate,3,18.67,8,chip_and_pin,False
1591858671,legitimate,8,14.66,4,contactless,False
1591860078,legitimate,7,15.64,8,contactless,False
1591861699,legitimate,2,9.99,14,online,False
1591861754,legitimate,5,14.13,8,online,False
1591861879,legitimate,4,23.84,8,online,False
1591864079,legitimate,3,22.39,8,online,False
1591865457,legitimate,9,33.75,11,contactless,False
1591866796,legitimate,8,10.28,4,contactless,False
1591869243,legitimate,2,674.52,14,online,True
1591870199,legitimate,6,15.24,14,contactless,False
1591870594,legitimate,7,35.4,8,chip_and_pin,False
1591870743,legitimate,0,16.76,4,contactless,False
1591870800,legitimate,3,121.35,8,swipe,False
1591871002,legitimate,4,22.75,6,contactless,False
1591872802,legitimate,5,707.27,6,chip_and_pin,False
1591873478,legitimate,9,23.17,8,contactless,False
1591874536,legitimate,8,13.04,4,chip_and_pin,False
1591876319,legitimate,0,15.82,14,swipe,False
1591876789,legitimate,2,29.82,14,contactless,False
1591877566,legitimate,1,26.37,6,contactless,False
1591877899,legitimate,3,23.56,8,online,False
1591880443,legitimate,4,80.81,8,swipe,False
1591881429,legitimate,7,24.6,6,swipe,False
1591881519,legitimate,0,26.23,14,online,False
1591881536,legitimate,9,29.24,11,chip_and_pin,False
1591882132,legitimate,8,41.56,4,chip_and_pin,False
1591882328,legitimate,6,13.52,14,contactless,False
1591883826,legitimate,5,21.57,6,online,True
1591884137,legitimate,2,111.12,4,chip_and_pin,False
1591884355,legitimate,3,18.33,8,online,False
1591886612,legitimate,0,49.91,14,online,False
1591888400,legitimate,1,26.74,6,contactless,False
1591891114,legitimate,4,17.49,8,online,False
1591891572,legitimate,3,17.05,8,swipe,False
1591891622,legitimate,7,12.02,8,swipe,False
1591891917,legitimate,0,23.24,14,online,False
1591894850,legitimate,2,35.55,8,manual,False
1591895414,legitimate,5,17.17,4,manual,False
1591895475,legitimate,6,15.88,14,chip_and_pin,False
1591897074,legitimate,0,15.5,14,contactless,False
1591898307,legitimate,3,116.92,8,contactless,False
1591899463,legitimate,4,14.95,8,chip_and_pin,False
1591902426,legitimate,2,11.35,6,contactless,False
1591903076,legitimate,0,24.22,4,chip_and_pin,False
1591903600,legitimate,1,36.56,6,online,True
1591904965,legitimate,3,27.46,8,chip_and_pin,False
1591909062,legitimate,0,15.43,11,chip_and_pin,False
1591914212,legitimate,0,26.16,4,manual,False
1591917864,legitimate,1,40.59,6,contactless,False
1591928961,legitimate,9,28.98,11,online,False
1591930863,legitimate,8,100.42,4,contactless,False
1591932857,legitimate,7,100.5,4,online,False
1591936164,legitimate,9,21.31,6,contactless,False
1591939489,legitimate,8,25.75,4,online,True
1591941405,legitimate,6,29.1,14,chip_and_pin,False
1591941617,legitimate,5,27.24,6,online,False
1591942170,legitimate,4,41.7,8,online,True
1591943003,legitimate,7,13.38,8,online,False
1591945943,legitimate,9,42.2,11,contactless,False
1591945958,legitimate,3,15.95,8,chip_and_pin,False
1591946939,legitimate,8,27.85,4,online,True
1591950133,legitimate,4,11.19,6,swipe,False
1591950539,legitimate,2,14.7,14,online,False
1591952233,legitimate,3,15.73,8,online,False
1591952382,legitimate,6,30.48,14,chip_and_pin,False
1591952634,legitimate,0,20.47,4,chip_and_pin,False
1591952890,legitimate,7,11.03,6,contactless,False
1591953259,legitimate,9,21.02,11,swipe,False
1591954348,legitimate,8,9.84,4,online,False
1591954578,legitimate,5,12.94,8,chip_and_pin,False
1591956317,legitimate,1,38.82,6,swipe,False
1591957995,legitimate,0,133.49,8,online,False
1591958481,legitimate,2,21.75,14,chip_and_pin,False
1591958856,legitimate,4,19.26,8,contactless,False
1591958960,legitimate,3,16.44,8,contactless,False
1591960761,legitimate,9,28.11,11,chip_and_pin,False
1591962666,legitimate,8,28.14,4,online,True
1591962983,legitimate,7,15.72,8,swipe,False
1591963516,legitimate,6,26.1,14,online,True
1591965768,legitimate,0,22.03,4,online,False
1591966129,legitimate,2,24.7,14,contactless,False
1591966202,legitimate,3,16.7,8,swipe,False
1591967756,legitimate,4,93.44,8,online,False
1591967850,legitimate,5,22.14,6,swipe,False
1591967971,legitimate,9,50.49,11,contactless,False
1591968509,legitimate,1,22.24,6,swipe,False
1591970672,legitimate,8,16.33,0,contactless,False
1591971163,legitimate,0,28.59,4,online,True
1591972475,legitimate,3,24.6,8,swipe,False
1591973426,legitimate,7,9.33,11,chip_and_pin,False
1591974109,legitimate,2,12.67,8,contactless,False
1591974387,legitimate,6,73.36,8,online,False
1591976628,legitimate,4,24.71,8,chip_and_pin,False
1591977313,legitimate,0,26.37,4,online,True
1591978648,legitimate,3,21.98,8,swipe,False
1591980273,legitimate,1,27.47,6,contactless,False
1591982377,legitimate,2,15.64,4,contactless,False
1591982451,legitimate,0,16.19,4,swipe,False
1591982495,legitimate,5,17.51,6,contactless,False
1591985239,legitimate,4,25.73,8,chip_and_pin,False
1591985560,legitimate,3,15.24,8,chip_and_pin,False
1591988330,legitimate,0,15.08,11,chip_and_pin,False
